sentence_text,sentence_start,file_id,KAYCEE,KAYCEE_annotation,KATHLEEN,KATHLEEN_annotation,LIZ,LIZ_annotation
use my de-identified data for scientific and medical research purposes.,13539,94407046,,,,,,
Such authorization is optional and is not required for testing.,13611,94407046,['C'],Such authorization is optional and is not required for testing.,,,,
Patient/Guardian Name:,13675,94407046,,,,,,
_,13698,94407046,,,,,,
_,13699,94407046,,,,,,
_,13700,94407046,,,,,,
_,13701,94407046,,,,,,
_____________________________________________________________________________,13702,94407046,,,,,,
_____________________,13783,94407046,,,,,,
_,13804,94407046,,,,,,
(Please print),13806,94407046,,,,,,
First Name 	Middle Name,13821,94407046,,,,,,
"Last Name	Date of Birth: mm/dd/yyyy
Patient/Guardian Signature:",13851,94407046,,,,,,
_,13915,94407046,,,,,,
_,13916,94407046,,,,,,
_,13917,94407046,,,,,,
_,13918,94407046,,,,,,
____________________________________________________________________,13919,94407046,,,,,,
Date:,13988,94407046,,,,,,
_,13994,94407046,,,,,,
_,13995,94407046,,,,,,
_,13996,94407046,,,,,,
_,13997,94407046,,,,,,
_______,13998,94407046,,,,,,
_,14005,94407046,,,,,,
Health Care Provider ,14007,94407046,,,,,,
s,14028,94407046,,,,,,
Statement,14030,94407046,,,,,,
"This test is medically necessary for the risk assessment, diagnosis or detection of a disease, illness, impairment, symptom, syndrome or disorder.",14040,94407046,,,,,,
The results will determine my patient's medical management and treatment decisions.,14187,94407046,,,,,,
"By my signature below, I indicate that I am the referring physician or authorized health care provider.",14271,94407046,,,,,,
I have explained the purpose of the test described above.,14375,94407046,,,,,,
The patient has been given the opportunity to ask questions and/or seek genetic counseling.,14434,94407046,,,,,,
The patient has voluntarily decided to have the test performed by GeneDx.,14527,94407046,,,,,,
Health Care Provider,14601,94407046,,,,,,
 s,14621,94407046,,,,,,
Signature:,14624,94407046,,,,,,
_,14635,94407046,,,,,,
_,14636,94407046,,,,,,
_,14637,94407046,,,,,,
_,14638,94407046,,,,,,
_____________________________________________________________________,14639,94407046,,,,,,
Date:,14709,94407046,,,,,,
_,14715,94407046,,,,,,
_,14716,94407046,,,,,,
_,14717,94407046,,,,,,
_,14718,94407046,,,,,,
_______,14719,94407046,,,,,,
"mm/dd/yyyy

mm/dd/yyyy

 ",14728,94407046,,,,,,
"GeneDx 07/16

207 Perry Parkway, Gaithersburg, MD 20877",14754,94407046,,,,,,
 ,14810,94407046,,,,,,
T: (888) 729-1206,14812,94407046,,,,,,
"(Toll-Free), (301) 519-2100 ",14830,94407046,,,,,,
F: (201) 421-2010 ,14860,94407046,,,,,,
"www.genedx.com

Page 2 of 2",14880,94407046,,,,,,
"(t) MERCY HEALTH 
GRAND RAPIDS, Ml 
Patient Label 
MY REQUEST AND CONSENT",0,99175728,,,,,,
TO RECEIVE,74,99175728,,,,,,
"ANESTHETICS AND ANESTHESIA 
Page 1 of 2 
Proposed Surgery, Treatment or Procedure: 
ESOPHAGOGASTRODUODENOSCOPY WITH ENDOSCOPIC ULTRASOUND AND 
POSSIBLE FINE NEEDLE ASP/RATION",85,99175728,,,,,,
"I acknowledge that my doctor has explained to me that I will have either surgery, treatment or a diagnostic procedure that requires an anesthetic.",261,99175728,,,['C'],"I acknowledge that my doctor has explained to me that I will have either surgery, treatment or a diagnostic procedure that requires an anesthetic.",,
"I have been informed about the recommended anesthetic, its risks and benefits, and alternative options so that I can make an informed decision about whether to undergo the procedure.",408,99175728,,,['C'],"I have been informed about the recommended anesthetic, its risks and benefits, and alternative options so that I can make an informed decision about whether to undergo the procedure.",,
"I understand that an Anesthesiologist or a Certified Registered Nurse Anesthetist (CRNA) will 
give my anesthetic.",592,99175728,['C'],"I understand that an Anesthesiologist or a Certified Registered Nurse Anesthetist (CRNA) will 
give my anesthetic.",,,,
I understand that the practice of anesthesia is not an exact science.,708,99175728,,,,,,
"I acknowledge that no 
guarantee or assurance has been made to me concerning the results of my anesthesia care.",778,99175728,,,,,,
"I understand it is up to me to tell the Anesthesiologist about any allergies; drugs or medicine I 
have taken, when I have eaten or taken alcohol, and any other health problems I have.",891,99175728,,,,,,
"I understand that although rare, unexpected complications can occur from the use of any anesthetic.",1077,99175728,,,,,,
"These risks include but are not necessarily limited to the following: breathing problems, drug reactions, exposure to infections from blood transfusion, paralysis, heart attack, brain damage or even death.",1177,99175728,,,,,,
I understand that these risks apply to all forms of anesthesia and that additional specific risks may apply to specific types of anesthesia.,1383,99175728,,,,,,
At the discretion of the Anesthesiologist a catheter may be placed to provide additional monitoring about my blood pressure and heart function.,1525,99175728,['B'],At the discretion of the Anesthesiologist a catheter may be placed to provide additional monitoring about my blood pressure and heart function.,,,,
"If applicable, my Physician, Anesthesiologist, and I (or my designees) have reviewed my resuscitation preferences.",1670,99175728,,,,,,
An appropriate plan of care has been determined and documented.,1785,99175728,,,,,,
"For the purpose of advancing medical knowledge I consent to the presence of other physicians, medical personnel, orientees, and students in the surgery or other invasive procedure room.",1850,99175728,['A'],"For the purpose of advancing medical knowledge I consent to the presence of other physicians, medical personnel, orientees, and students in the surgery or other invasive procedure room.",,,['A'],"For the purpose of advancing medical knowledge I consent to the presence of other physicians, medical personnel, orientees, and students in the surgery or other invasive procedure room."
Students working with Anesthesia care providers will be under the direct supervision of the Anesthesia care provider at all times.,2036,99175728,['C'],Students working with Anesthesia care providers will be under the direct supervision of the Anesthesia care provider at all times.,,,,
Listed are the basic explanations for each type of anesthesia with specific Additional associated risks.,2168,99175728,,,,,,
"The specific type(s) of anesthesia for your procedure will be discussed. 
.",2273,99175728,,,,,,
GENERAL ANESTHESIA -A total unconscious state is produced with medicine given through a catheter in a vein or inhaled into your lungs though a mask.,2349,99175728,,,,,,
A breathing tube may be placed in the windpipe.,2498,99175728,,,,,,
"Risks include (but are not limited to): Mouth or throat pain, hoarseness, damage to teeth, injury to eyes, memory dysfunction/memory loss, awareness during surgery (extremely rare), vomiting, aspiration, pneumonia, brain, heart or major organ damage.",2546,99175728,,,,,,
"(t) MERCY HEALTH 
GRAND RAPIDS, Ml 
Patient Label 
MY REQUEST AND CONSENT",2798,99175728,,,,,,
TO RECEIVE,2872,99175728,,,,,,
"ANESTHETICS AND ANESTHESIA 
Page 2 of 2 
.",2883,99175728,,,,,,
SPINAL OR EPIDURAL ANESTHESIA -A temporary loss of sensation and movement in the lower part of the body.,2927,99175728,,,,,,
Anesthetic medication is injected directly into the spinal fluid or a tiny plastic tube (catheter) is placed through a needle into the space just outside the spinal canal.,3032,99175728,,,,,,
An epidural can either be used to provide anesthetic or to control pain.,3204,99175728,,,,,,
Risks include (but are not limited to):,3277,99175728,,,,,,
"Headache, backache, convulsions, persistent weakness or numbness, serious infection or bleeding at the site of injection. 

.",3317,99175728,,,,,,
NERVE BLOCK -Temporary loss of feeling and/or movement in a specific limb (arm or leg) or area.,3444,99175728,,,,,,
A drug is injected directly into the area around a nerve or a small plastic tube (catheter) can be placed near a nerve and medicine continuously infused numbing the area.,3540,99175728,,,,,,
This procedure will be done on the same side as the planned surgery.,3711,99175728,,,,,,
"Risks include (but are not limited to): Bleeding, infection, nerve damage, prolonged numbness, failure to provide pain relief, collapsed lung (only certain blocks), or seizure. 

.",3780,99175728,,,,,,
INTRAVENOUS REGIONAL ANESTHETIC-Temporary loss of sensation and/or movement.,3962,99175728,,,,,,
A drug is injected into an arm vein while a tight tourniquet or cuff is inflated around the arm.,4039,99175728,,,,,,
This procedure will be done on the same side as the planned surgery.,4136,99175728,,,,,,
Risks include (but are not limited to):,4205,99175728,,,,,,
"Prolonged numbness, injury to a blood vessel, failure to provide adequate numbness, or seizure. 

. 
MONITORED ANESTHESIA CARE/ SEDATION -Medicines are given to reduce anxiety and pain, that may result in amnesia, or sometimes create a semi-awake state.",4245,99175728,,,,,,
Risks include (but are not limited to):,4499,99175728,,,,,,
Depressed breathing requiring assistance with breathing or inadequate control of pain.,4539,99175728,,,,,,
I consent to the type(s) of anesthesia checked.,4629,99175728,['A'],I consent to the type(s) of anesthesia checked.,,,['A'],I consent to the type(s) of anesthesia checked.
I understand that it may be necessary to change to another type of anesthetic or use other types of drugs during the procedure.,4677,99175728,,,,,,
"If it is necessary to change to a different type of anesthetic, I consent to the Anesthesiologist or Certified Registered Nurse Anesthetist (CRNA) to use their professional judgment to make the appropriate changes.",4805,99175728,['A'],"If it is necessary to change to a different type of anesthetic, I consent to the Anesthesiologist or Certified Registered Nurse Anesthetist (CRNA) to use their professional judgment to make the appropriate changes.",,,['A'],"If it is necessary to change to a different type of anesthetic, I consent to the Anesthesiologist or Certified Registered Nurse Anesthetist (CRNA) to use their professional judgment to make the appropriate changes."
"My signature below means: 
1.",5021,99175728,,,,,,
I understand what will be done during anesthesia and have been informed of the possible alternatives to the anesthesia plan.,5052,99175728,,,,,,
2.,5179,99175728,,,,,,
I have been informed of the potential risks and complications.,5183,99175728,,,,,,
3.,5248,99175728,,,,,,
I have had all my questions answered to my satisfaction.,5252,99175728,,,,,,
4.,5311,99175728,,,,,,
I have read and agree to the anesthetic plan.,5315,99175728,['A'],I have read and agree to the anesthetic plan.,['A'],I have read and agree to the anesthetic plan.,['A'],I have read and agree to the anesthetic plan.
"Patient's Signature Time Date 
Authorized Representative's Signature & Relationship to Patient Time Date 
Witness Signature Time Date",5364,99175728,,,,,,
"Department of Obstetrics and Gynecology 
Strong Fertility Center",0,38835297,,,,,,
"Kathleen Hoeger, MD, MPH 
Director",68,38835297,,,,,,
"Bala Bhagavath, MD 
Erin Masaba, MD",106,38835297,,,,,,
"John T. Queenan, Jr., MD 
Wendy Vitek, MD 
 

 

 
 
 
Egg Cryopreservation 
Information & Consent",143,38835297,,,,,,
"While embryos and sperm have been frozen and thawed with good results for many years, eggs have proved much more difficult to manage.",245,38835297,,,,,,
"Newer egg freezing methods have been more successful, at least in younger women, the main population in which the techniques have been studied.",380,38835297,,,,,,
"Egg freezing takes place by one of two methods: a slow freeze protocol, or a different flash freeze method known as vitrification.",525,38835297,['C'],"Egg freezing takes place by one of two methods: a slow freeze protocol, or a different flash freeze method known as vitrification.",['C'],"Egg freezing takes place by one of two methods: a slow freeze protocol, or a different flash freeze method known as vitrification. Both methods remove the surrounding support cells, the cumulus, from the eggs prior to freezing.",,
"Both methods remove the surrounding support cells, the cumulus, from the eggs prior to freezing.",660,38835297,,,,,,
"Once the cumulus cells are removed, eggs may not fertilize readily.",758,38835297,,,,,,
"In addition, the zona pellucida shell around the egg hardens with freezing.",827,38835297,,,,,,
"For these two reasons, injection of sperm directly into the egg (ICSI) is currently recommended after eggs have been frozen.",906,38835297,,,,,,
"When eggs are vitrified, they may come in direct contact with liquid nitrogen.",1032,38835297,,,,,,
"This could carry a risk of transmitting infection if the liquid nitrogen should be contaminated, although there has never been a case of infection reported by this means.",1112,38835297,,,,,,
Is pregnancy achieved as successfully with frozen eggs as with fresh eggs ,1284,38835297,,,,,,
"As mentioned, most studies have looked at success rates using either donor eggs or women who produced larger numbers of eggs.",1360,38835297,,,,,,
The best studies randomly assign patients into two groups (fresh eggs versus frozen eggs) and compare the outcomes.,1487,38835297,,,,,,
There are four strong studies of this design currently published.,1604,38835297,,,,,,
"In these studies, fertilization rates, implantation rates, and pregnancy rates using frozen eggs appear similar to rates using fresh eggs in these studies.",1671,38835297,,,,,,
"One caution is that there are still only small numbers of studies available, and these results may not be the same at all centers or in older women.",1828,38835297,,,,,,
"Other information on egg freezing comes from Italy, where the law limits the number of eggs that may be fertilized in a cycle.",1980,38835297,,,,,,
"Italian patients with extra eggs available have been offered egg freezing for many years now, and at many different centers.",2108,38835297,,,,,,
"These types of studies show higher fertilization rates, implantation rates, and pregnancy rates when using fresh eggs instead of frozen eggs.",2234,38835297,,,,,,
The rates were also higher with the use of frozen embryos rather than frozen eggs.,2377,38835297,,,,,,
"Other non-randomized studies in the US show fertilization, implantation, and pregnancy rates that are similar with frozen eggs and fresh eggs when the woman providing the eggs was under 35 years old.",2463,38835297,,,,,,
"What are the reasons a woman would elect to freeze her eggs 
.",2666,38835297,,,,,,
Chemotherapy for cancer or other medical conditions can be toxic to the ovaries.,2731,38835297,,,,,,
"Women undergoing treatment may not have a male partner, or they may have ethical concerns about freezing embryos.",2813,38835297,,,,,,
"Pregnancy and success rates from this group of women are limited, but egg freezing is recommended in this group after appropriate discussion of the procedure and its risks and limitations. 

.",2928,38835297,,,,,,
"Some genetic disorders like the BRCA mutations carry a high risk for ovarian cancer, and removal of the ovaries may be suggested in this group.",3121,38835297,,,,,,
"Other genetic conditions can lead to premature 


menopause.",3266,38835297,,,,,,
"Egg freezing could be considered in these groups, although data on success, safety of pregnancy, and risks of genetic problems in children born in these groups are not known. 

.",3328,38835297,,,,,,
"In some cases, there may not be enough sperm to fertilize the eggs on the day of egg retrieval in couples undergoing IVF.",3507,38835297,,,,,,
"In this case, surplus eggs can be frozen and used in the future when more sperm are available. 

.",3630,38835297,,,,,,
Some patients undergoing IVF do not want to freeze embryos for ethical or other reasons.,3729,38835297,,,,,,
"In these cases, even though pregnancy rates using frozen eggs may be lower than pregnancy rates using frozen embryos, any eggs not inseminated may be frozen for future use. 

.",3819,38835297,,,,,,
Some women may choose to freeze eggs in order to delay childbearing.,3996,38835297,,,,,,
"Unfortunately, the success rates with egg freezing appear to decline significantly for older women (38 years or older).",4066,38835297,,,,,,
There are no data available that look at success rates for women choosing to freeze eggs in order to delay childbearing.,4187,38835297,,,,,,
"Therefore, it is impossible to determine the success rates and cost-effectiveness of freezing eggs in this population of women.",4308,38835297,,,,,,
Freezing eggs is not a guarantee of the ability to conceive a biologically-related child in the future.,4437,38835297,,,,,,
"Women wishing to freeze eggs for this purpose should carefully consider the success rates available at their clinics, and",4542,38835297,,,,,,
the available alternatives.,4664,38835297,,,,,,
Is there any risk to children conceived from the use of frozen eggs ,4695,38835297,,,,,,
"One concern with the use of egg freezing is that the cellular machinery that helps to separate the chromosomes of the eggs could be damaged, leading to chromosomal abnormalities such as Down Syndrome.",4767,38835297,,,,,,
"However, a large study looking at 900 live births after egg freezing, most done via the slow freeze method, showed no increased risk of birth defects compared to the general US population.",4969,38835297,,,,,,
Another study of 200 live births from eggs that had been vitrified showed no difference in birth defects or birth weight in those children and the children who had been born after IVF cycles using fresh eggs.,5159,38835297,,,,,,
"There is no information about children born after egg freezing in older women, or from follow-up years after birth.",5369,38835297,,,,,,
Summary,5486,38835297,,,,,,
"The techniques for freezing eggs, both with the slow freeze method and with vitrification, have become successful enough that they are no longer considered experimental.",5497,38835297,,,,,,
Implantation and pregnancy rates may be lower with frozen eggs than with fresh eggs.,5668,38835297,,,,,,
"Most reports have focused on young women who have responded well to the medications used for egg retrieval, so success rates in older women or poor responders may not be as good.",5754,38835297,,,,,,
Success rates can be expected to vary among clinics.,5934,38835297,,,,,,
"Many good reasons exist for freezing eggs rather than embryos, such as ethical concerns or medical problems that can affect fertility in women without male partners.",5988,38835297,,,,,,
"In women who wish to freeze their eggs solely to delay childbearing, extreme caution should be exercised due to limited data on success and safety.",6155,38835297,,,,,,
"We (I), the undersigned, request, authorize and consent to cryopreservation of eggs by the CENTER, and as appropriate, its employees, contractors, and consultants and authorized agents for the purpose of achieving a pregnancy.",6310,38835297,['A'],"We (I), the undersigned, request, authorize and consent to cryopreservation of eggs by the CENTER, and as appropriate, its employees, contractors, and consultants and authorized agents for the purpose of achieving a pregnancy.",['A'],"We (I), the undersigned, request, authorize and consent to cryopreservation of eggs by the CENTER, and as appropriate, its employees, contractors, and consultants and authorized agents for the purpose of achieving a pregnancy.",['A'],"We (I), the undersigned, request, authorize and consent to cryopreservation of eggs by the CENTER, and as appropriate, its employees, contractors, and consultants and authorized agents for the purpose of achieving a pregnancy."
"X 
Patient Signature Date 
 
 
Patient Name Date of Birth 
 
 
Notary Public 
Sworn and subscribed before me on this",6540,38835297,,,,,,
_,6691,38835297,,,,,,
_,6692,38835297,,,,,,
__,6693,38835297,,,,,,
_ day of _,6695,38835297,,,,,,
_,6705,38835297,,,,,,
_____,6706,38835297,,,,,,
"__,",6711,38835297,,,,,,
_,6715,38835297,,,,,,
_,6716,38835297,,,,,,
_,6717,38835297,,,,,,
_,6718,38835297,,,,,,
______.,6719,38835297,,,,,,
"X 
Spouse / Partner Signature (if applicable)",6746,38835297,,,,,,
"Date 
 
 
Spouse / Partner Name Date of Birth 
 
 
Notary Public 
Sworn and subscribed before me on this",6806,38835297,,,,,,
_,6927,38835297,,,,,,
_,6928,38835297,,,,,,
__,6929,38835297,,,,,,
_ day of _,6931,38835297,,,,,,
_,6941,38835297,,,,,,
_____,6942,38835297,,,,,,
"__,",6947,38835297,,,,,,
_,6951,38835297,,,,,,
_,6952,38835297,,,,,,
_,6953,38835297,,,,,,
_,6954,38835297,,,,,,
______.,6955,38835297,,,,,,
"Notary Public 
Sworn and subscribed before me on this",6982,38835297,,,,,,
_,7036,38835297,,,,,,
_,7037,38835297,,,,,,
__,7038,38835297,,,,,,
_ day of _,7040,38835297,,,,,,
_,7050,38835297,,,,,,
_____,7051,38835297,,,,,,
"__,",7056,38835297,,,,,,
_,7060,38835297,,,,,,
_,7061,38835297,,,,,,
_,7062,38835297,,,,,,
_,7063,38835297,,,,,,
"______. 
 
 
Notary Signature Date",7064,38835297,,,,,,
"Mercy Health Saint Mary's 

(t) MERCY HEALTH 
Kidney Transplant Program 
200 Jefferson SE Grand Rapids, Ml 49503 Phone:616.~222 Toll Free: (800) 968-1770",0,75494187,,,,,,
Fax:,154,75494187,,,,,,
616.685-8979,159,75494187,,,,,,
"www.mercvheal1hkidnevtransplan1.com 

Informed Consent for Evaluation and/or Listing for Kidney Transplant",173,75494187,,,,,,
I have received a copy ofthe Process for Evaluation and/or Listing for Kidney Transplant.,281,75494187,,,,,,
I have read the information,371,75494187,,,,,,
and I have been provided the opportunity to ask questions and to have my questions answered.,399,75494187,,,,,,
I desire to start the transplant evaluation process.,492,75494187,['A'],I desire to start the transplant evaluation process.,['A'],I desire to start the transplant evaluation process.,['A'],I desire to start the transplant evaluation process.
"The following information was discussed and all my questions regarding these topics have been 
answered to my satisfaction: 
D Evaluation Process(expectations, consults, testing) 
D Transplant Surgical Procedure 
D Pre and post-op care/Length of Stay",546,75494187,,,['C'],"The following information was discussed and all my questions regarding these topics have been 
answered to my satisfaction: 
D Evaluation Process(expectations, consults, testing) 
D Transplant Surgical Procedure 
D Pre and post-op care/Length of Stay
D Follow-up Protocol (clinic, medications, lab work, diet, activity) 
D Organ donor risk factors 
D Risks/benefits oftransplant (medical, psychosocial, financial)
D Factors that may impact the outcome ofyour transplant 
D Candidate/family/ responsibility throughout the transplant process 
D Recipient's eligibility for Medicare Part B if Transplant not done at a Medicare approved center 
D Contact information & availability ofTransplant Team 
D Alternate treatments for kidney failure 
D Current Center/National outcomes for recipients 
D Selection Committee: (inclusion/exclusion criteria) 
D Right to refuse transplant 
D Kidney Allocation",,
"D Follow-up Protocol (clinic, medications, lab work, diet, activity)",797,75494187,,,,,,
D Organ donor risk factors,867,75494187,,,,,,
"D Risks/benefits oftransplant (medical, psychosocial, financial)
D Factors that may impact the outcome ofyour transplant 
D Candidate/",895,75494187,,,,,,
"family/ responsibility throughout the transplant process 
D Recipient's eligibility for Medicare Part B if Transplant not done at a Medicare approved center 
D Contact information & availability ofTransplant Team 
D Alternate treatments for kidney failure 
D Current Center/National outcomes for recipients",1029,75494187,,,,,,
D Selection Committee: (inclusion/exclusion criteria),1337,75494187,,,,,,
"D Right to refuse transplant 
D Kidney Allocation 

Patient:",1392,75494187,,,,,,
Date:,1453,75494187,,,,,,
Time NAME PRINTED,1459,75494187,,,,,,
Patient:,1478,75494187,,,,,,
_,1487,75494187,,,,,,
_,1488,75494187,,,,,,
_,1489,75494187,,,,,,
_,1490,75494187,,,,,,
______________,1491,75494187,,,,,,
_ Date:,1505,75494187,,,,,,
_,1513,75494187,,,,,,
_,1514,75494187,,,,,,
_,1515,75494187,,,,,,
_Time,1516,75494187,,,,,,
_,1521,75494187,,,,,,
_,1522,75494187,,,,,,
_ SIGNATURE (Or Signature of Primary Caregiver),1523,75494187,,,,,,
"If signed by caregiver, relationship to patient:",1572,75494187,,,,,,
_,1621,75494187,,,,,,
_,1622,75494187,,,,,,
_,1623,75494187,,,,,,
_,1624,75494187,,,,,,
_ ___ ____ _ ___ _,1626,75494187,,,,,,
Transplant Coordinator:,1646,75494187,,,,,,
_,1670,75494187,,,,,,
_,1671,75494187,,,,,,
_,1672,75494187,,,,,,
_,1673,75494187,,,,,,
__________ _,1674,75494187,,,,,,
_ Date:,1687,75494187,,,,,,
Time NAME PRINTED,1695,75494187,,,,,,
Transplant Coordinator:,1714,75494187,,,,,,
_,1738,75494187,,,,,,
_,1739,75494187,,,,,,
_,1740,75494187,,,,,,
_,1741,75494187,,,,,,
__________,1742,75494187,,,,,,
_ Date,1752,75494187,,,,,,
": Time SIGNATURE 
White-Chart Y cllow-Patient 
GR26002-063 Revision 4j2018",1758,75494187,,,,,,
"Patient Informed Consent Form for Genetic Testing 
(Patient ",0,32141700,,,,,,
"sName),authorizeAthenaDiagnosticsto conductgenetictestingfor (",60,32141700,,,,,['A'],"(Patient sName),authorizeAthenaDiagnosticsto conductgenetictestingfor (Diseaseand/orTestName),as orderedbymyphysicianorauthorizedhealthcareproviderormychild sordependent sphysicianorauthorizedhealthcare provider."
"Diseaseand/orTestName),as orderedbymyphysicianorauthorizedhealthcareproviderormychild sordependent sphysicianorauthorizedhealthcare provider.",122,32141700,,,,,,
"Inthefollowingparagraphs,""you""or ",263,32141700,,,,,,
your ,296,32141700,,,,,,
mayrefertoyouoryourchild/dependent.,301,32141700,,,,,,
"Ifthepersongettingthetests performedlacksthecapacitytoconsent,thisconsentformwillneedtobesignedbyapersonauthorizedtoconsentforthat person.",336,32141700,,,,,,
"Pleaseunderstandthatduetothecomplexityofgenetictestingandtheimportantimplicationsofthetestresults,these resultswillbereportedonlytothepatient sorderingphysicianordesigneeandthatyoumustcontactyourphysiciantoobtain theresultsofthetests.",474,32141700,,,,,,
Pleasereadthisinformationandfeelfreetoaskyourphysicianquestionsbeforeyouagreetogettested.,708,32141700,,,,,,
Somewordsarestarredwhentheyarefirstused.,798,32141700,,,,,,
ThedefinitionsareinalphabeticalorderintheGlossary onthelastpage.,838,32141700,,,,,,
What is Involved ,904,32141700,,,,,,
"Ablood,bodyfluid,ortissuespecimenwillbecollectedfromyou.",923,32141700,,,['C'],"Ablood,bodyfluid,ortissuespecimenwillbecollectedfromyou.ThisspecimenwillbetreatedtoisolateDNA*,RNA*or geneproducts*forgenetictestingorchemicalanalysis.Thetestwillcoveralldisordersrequestedbyyourphysicianonthe AthenaDiagnosticsrequisitionform.",['C'],"Ablood,bodyfluid,ortissuespecimenwillbecollectedfromyou.ThisspecimenwillbetreatedtoisolateDNA*,RNA*or geneproducts*forgenetictestingorchemicalanalysis."
"ThisspecimenwillbetreatedtoisolateDNA*,RNA*or",979,32141700,,,,,,
geneproducts*forgenetictestingorchemicalanalysis.,1025,32141700,,,,,,
Thetestwillcoveralldisordersrequestedbyyourphysicianonthe AthenaDiagnosticsrequisitionform.,1074,32141700,,,,,,
A,1168,32141700,,,,,,
Why is the Genetic Test(s),1170,32141700,,,,,,
"Being Done 
Thepurposeofgenetictestingistolookforchangesingenes*orgeneproductsthatcauseadisease.",1197,32141700,,,,,,
"Suchtestingmay includeDNA,RNAortheirproducts.",1294,32141700,,,,,,
"Thetestmayhelpdeterminewhetheryouareaffectedwith,oratrisktosomedaybe affectedwith,aspecificgeneticdisorder.",1339,32141700,,,,,,
What is a Mutation ,1449,32141700,,,,,,
Mutations*areerrorsintheseinstructionsthatcouldcauseaproteinnottobeproducedornotworkproperly.,1470,32141700,,,,,,
"Intheseways, mutationsmaycauseadisease,ormakesomeonemorelikelytodevelopadisease.",1563,32141700,,,,,,
Yourphysicianhasdecidedthatyoumay haveamutation*orchangeinyourgeneticcode*oryouhavechangesingeneproductsthathaveledtoageneticdisease.,1643,32141700,,,,,,
"Thesechangesmaybeduetoaloss(deletion)gain(duplication),orsubstitutionofgeneticmaterial.",1777,32141700,,,,,,
"Thechangesmayinclude oneormorepartsofagene,anentiregeneormultiplegenes.",1864,32141700,,,,,,
Thesechangesmayalsobefoundinyourfamilymemberswho mayalsohavethesamechanges.,1935,32141700,,,,,,
"Thetestingdescribedaboveisbeingorderedbyyourphysiciantoseeifyouhavechange(s) ingenesorgeneproducts,aslimitedbythetest(s)ordered.",2010,32141700,,,,,,
What are the Ways to Find Mutations ,2141,32141700,,,,,,
OnemethodtofindchangesinDNAorRNAiscalledsequencing.,2179,32141700,,,,,,
Newmethodscalledwholeexome*(WES)andwholegenome,2230,32141700,,,,,,
* sequencing(WGS)provideawaytoanalyzeallorsomeofyourgenesequencesinoneblooddraw.,2276,32141700,,,,,,
Thesemethodswillallow thetestinglaboratorytodetermineanimportantpieceofyourgeneticcode.,2356,32141700,,,,,,
"Yourphysicianwillevaluatethisinformationin relationtoyourmedicalconditionorthemedicalconditionofyourfamilymember(s).Genetictesting,ingeneral,andnewmethods suchasWES/WGS,inparticular,doesnotidentifyalltypesofgeneticchangessuchaslosses,duplications,orsubstitutionsof geneticmaterial.",2443,32141700,,,,,,
Genetictestingmayidentifychangesthatplaceyouatrisktodevelopadiseaseinthefutureormayreveal changesthathaveunknownsignificance.,2724,32141700,,,,,,
What are the Physical Risks ,2852,32141700,,,,,,
Mostgenetictestsarebloodtests.,2882,32141700,,,,,,
Bloodtestsinvolvecollectionofasmallamountofbloodusingroutinecollectionprocedures thatcarryminimalrisk.,2912,32141700,,,,,,
"Youmayexperiencesomediscomfortatthesiteofneedleentry,andthereisariskofa blackandblue mark.",3014,32141700,,,,,,
Thereisaremoteriskoffaintingorlocalinfection.,3105,32141700,,,,,,
What are Other Potential Risks ,3154,32141700,,,,,,
"Genetictestingcanrevealmanythingsaboutyou,includingthemutationsthatmaycauseadiseaseinyouormembersofyour family.",3187,32141700,,,,,,
"Someoftheinformationmaybeimportanttoyourpresentorfuturehealth,someofitmayhavenothingtodowithyour healthandformuchofitwewillnotknowhowitmightormightnotaffectyouroryourfamily shealth.",3298,32141700,,,,,,
"Thereisalsothepotential thatgeneticanalysiswillrevealunwantedinformation,forexampleaboutancestry,parentage,othernon-medicalphysicalor personalitytraits,etc.",3479,32141700,,,,,,
Thedatamayalsorevealthatyoumaybeatriskforcertaingeneticdiseasesorifyouareacarrierof disease-associatedmutations.,3635,32141700,,,,,,
"Also,predictionsabouthealthanddiseasefromsequencingarenot100percentaccurate.",3747,32141700,,,,,,
The GeneticInformationNondiscriminationAct(GINA)generallyprotectsyouagainstdiscriminationbasedonyourgenetic informationwhenitcomestohealthinsuranceandemployment.,3823,32141700,,,,,,
What if the Results are Uncertain ,3987,32141700,,,,,,
Youmaylearnthatavariantofuncertainclinicalsignificancewasidentifiedbyagenetictest.,4023,32141700,,,,,,
"Thismeansthatageneticchange (variant)wasidentified,butitisunknownwhetherthevariantisthecauseofmedicalproblemsinyou.",4105,32141700,,,,,,
Thevariantcouldbea benignchangethatdoesnotcausemedicalproblemsoritcouldbeadisease-causingabnormality.,4220,32141700,,,,,,
Parentaltestingmaybe recommendedtofindoutifaparentalsocarriesthegeneticvariantortodeterminethevariant sclinicalsignificance.,4321,32141700,,,,,,
What Do the Test Results Mean ,4448,32141700,,,,,,
"Thetestresultsmayindicatethatyouhaveageneticdiseaseorareatincreasedrisktobeaffectedatalaterage,orat-riskto havefutureaffectedchildrenwiththiscondition.",4480,32141700,,,,,,
Itisimportantforyoutounderstandthatthereisapossibilitythatthetest resultsmaynotbeabletodeterminewhetheryouhaveageneticdiseaseorwilldeveloponeinthefuture.,4631,32141700,,,,,,
